     t      	     M      	     rh     	     rc     	     rJ     	     rv     	     x      	     y      
+1.42190e+04	+1.73815e+03	+4.50480e+00	+1.18058e-01	+2.08428e+01	+4.39400e+00	+6.17775e+03	-1.02105e+04
+1.42200e+04	+1.73746e+03	+4.50283e+00	+1.18032e-01	+2.06997e+01	+4.39211e+00	+6.31848e+03	-1.00400e+04
+1.42210e+04	+1.73676e+03	+4.50084e+00	+1.18005e-01	+2.05582e+01	+4.39020e+00	+6.45765e+03	-9.86697e+03
+1.42220e+04	+1.73606e+03	+4.49880e+00	+1.17978e-01	+2.04184e+01	+4.38825e+00	+6.59520e+03	-9.69150e+03
+1.42230e+04	+1.73536e+03	+4.49674e+00	+1.17950e-01	+2.02803e+01	+4.38627e+00	+6.73106e+03	-9.51355e+03
+1.42240e+04	+1.73464e+03	+4.49464e+00	+1.17921e-01	+2.01441e+01	+4.38425e+00	+6.86518e+03	-9.33313e+03
+1.42250e+04	+1.73392e+03	+4.49251e+00	+1.17891e-01	+2.00097e+01	+4.38221e+00	+6.99747e+03	-9.15023e+03
+1.42260e+04	+1.73319e+03	+4.49034e+00	+1.17861e-01	+1.98772e+01	+4.38013e+00	+7.12788e+03	-8.96487e+03
+1.42270e+04	+1.73246e+03	+4.48814e+00	+1.17831e-01	+1.97467e+01	+4.37802e+00	+7.25633e+03	-8.77705e+03
+1.42280e+04	+1.73172e+03	+4.48591e+00	+1.17799e-01	+1.96183e+01	+4.37587e+00	+7.38277e+03	-8.58678e+03
+1.42290e+04	+1.73097e+03	+4.48365e+00	+1.17767e-01	+1.94920e+01	+4.37369e+00	+7.50710e+03	-8.39408e+03
+1.42300e+04	+1.73022e+03	+4.48135e+00	+1.17735e-01	+1.93680e+01	+4.37149e+00	+7.62928e+03	-8.19896e+03
+1.42310e+04	+1.72946e+03	+4.47901e+00	+1.17701e-01	+1.92462e+01	+4.36924e+00	+7.74921e+03	-8.00144e+03
+1.42320e+04	+1.72869e+03	+4.47664e+00	+1.17667e-01	+1.91267e+01	+4.36697e+00	+7.86684e+03	-7.80153e+03
+1.42330e+04	+1.72792e+03	+4.47425e+00	+1.17633e-01	+1.90096e+01	+4.36467e+00	+7.98208e+03	-7.59925e+03
+1.42340e+04	+1.72714e+03	+4.47181e+00	+1.17598e-01	+1.88951e+01	+4.36233e+00	+8.09487e+03	-7.39464e+03
+1.42350e+04	+1.72636e+03	+4.46935e+00	+1.17562e-01	+1.87830e+01	+4.35996e+00	+8.20513e+03	-7.18772e+03
+1.42360e+04	+1.72556e+03	+4.46685e+00	+1.17525e-01	+1.86736e+01	+4.35756e+00	+8.31278e+03	-6.97852e+03
+1.42370e+04	+1.72477e+03	+4.46432e+00	+1.17488e-01	+1.85669e+01	+4.35513e+00	+8.41776e+03	-6.76707e+03
+1.42380e+04	+1.72396e+03	+4.46176e+00	+1.17451e-01	+1.84630e+01	+4.35267e+00	+8.51999e+03	-6.55341e+03
+1.42390e+04	+1.72315e+03	+4.45917e+00	+1.17412e-01	+1.83619e+01	+4.35018e+00	+8.61939e+03	-6.33758e+03
+1.42400e+04	+1.72233e+03	+4.45655e+00	+1.17373e-01	+1.82637e+01	+4.34766e+00	+8.71589e+03	-6.11962e+03
+1.42410e+04	+1.72151e+03	+4.45390e+00	+1.17334e-01	+1.81684e+01	+4.34511e+00	+8.80942e+03	-5.89957e+03
+1.42420e+04	+1.72068e+03	+4.45122e+00	+1.17294e-01	+1.80762e+01	+4.34254e+00	+8.89990e+03	-5.67748e+03
+1.42430e+04	+1.71985e+03	+4.44851e+00	+1.17253e-01	+1.79871e+01	+4.33993e+00	+8.98727e+03	-5.45340e+03
+1.42440e+04	+1.71901e+03	+4.44577e+00	+1.17212e-01	+1.79012e+01	+4.33730e+00	+9.07146e+03	-5.22739e+03
+1.42450e+04	+1.71816e+03	+4.44301e+00	+1.17171e-01	+1.78185e+01	+4.33464e+00	+9.15238e+03	-4.99950e+03
+1.42460e+04	+1.71731e+03	+4.44022e+00	+1.17129e-01	+1.77391e+01	+4.33196e+00	+9.22999e+03	-4.76980e+03
+1.42470e+04	+1.71646e+03	+4.43740e+00	+1.17086e-01	+1.76631e+01	+4.32926e+00	+9.30421e+03	-4.53835e+03
+1.42480e+04	+1.71560e+03	+4.43457e+00	+1.17043e-01	+1.75905e+01	+4.32653e+00	+9.37497e+03	-4.30522e+03
+1.42490e+04	+1.71473e+03	+4.43171e+00	+1.17000e-01	+1.75214e+01	+4.32377e+00	+9.44221e+03	-4.07046e+03
+1.42500e+04	+1.71386e+03	+4.42882e+00	+1.16956e-01	+1.74558e+01	+4.32100e+00	+9.50588e+03	-3.83417e+03
+1.42510e+04	+1.71299e+03	+4.42592e+00	+1.16911e-01	+1.73939e+01	+4.31821e+00	+9.56591e+03	-3.59641e+03
+1.42520e+04	+1.71211e+03	+4.42299e+00	+1.16867e-01	+1.73355e+01	+4.31540e+00	+9.62226e+03	-3.35727e+03
+1.42530e+04	+1.71123e+03	+4.42005e+00	+1.16822e-01	+1.72809e+01	+4.31257e+00	+9.67485e+03	-3.11681e+03
+1.42540e+04	+1.71034e+03	+4.41709e+00	+1.16776e-01	+1.72300e+01	+4.30972e+00	+9.72366e+03	-2.87514e+03
+1.42550e+04	+1.70945e+03	+4.41412e+00	+1.16730e-01	+1.71828e+01	+4.30686e+00	+9.76862e+03	-2.63233e+03
+1.42560e+04	+1.70856e+03	+4.41113e+00	+1.16684e-01	+1.71395e+01	+4.30399e+00	+9.80970e+03	-2.38847e+03
+1.42570e+04	+1.70767e+03	+4.40813e+00	+1.16638e-01	+1.71001e+01	+4.30110e+00	+9.84685e+03	-2.14366e+03
+1.42580e+04	+1.70677e+03	+4.40512e+00	+1.16592e-01	+1.70646e+01	+4.29820e+00	+9.88004e+03	-1.89798e+03
+1.42590e+04	+1.70587e+03	+4.40209e+00	+1.16545e-01	+1.70329e+01	+4.29529e+00	+9.90924e+03	-1.65154e+03
+1.42600e+04	+1.70497e+03	+4.39906e+00	+1.16498e-01	+1.70053e+01	+4.29238e+00	+9.93441e+03	-1.40443e+03
+1.42610e+04	+1.70407e+03	+4.39603e+00	+1.16451e-01	+1.69816e+01	+4.28946e+00	+9.95553e+03	-1.15674e+03
+1.42620e+04	+1.70316e+03	+4.39298e+00	+1.16404e-01	+1.69619e+01	+4.28653e+00	+9.97257e+03	-9.08580e+02
+1.42630e+04	+1.70226e+03	+4.38994e+00	+1.16357e-01	+1.69462e+01	+4.28360e+00	+9.98553e+03	-6.60048e+02
+1.42640e+04	+1.70135e+03	+4.38689e+00	+1.16310e-01	+1.69345e+01	+4.28067e+00	+9.99438e+03	-4.11245e+02
+1.42650e+04	+1.70045e+03	+4.38384e+00	+1.16263e-01	+1.69269e+01	+4.27773e+00	+9.99913e+03	-1.62273e+02
+1.42660e+04	+1.69954e+03	+4.38079e+00	+1.16216e-01	+1.69232e+01	+4.27480e+00	+9.99975e+03	+8.67664e+01
+1.42670e+04	+1.69864e+03	+4.37775e+00	+1.16168e-01	+1.69237e+01	+4.27187e+00	+9.99626e+03	+3.35770e+02
+1.42680e+04	+1.69773e+03	+4.37471e+00	+1.16121e-01	+1.69281e+01	+4.26895e+00	+9.98865e+03	+5.84635e+02
+1.42690e+04	+1.69683e+03	+4.37167e+00	+1.16074e-01	+1.69365e+01	+4.26603e+00	+9.97693e+03	+8.33260e+02
+1.42700e+04	+1.69592e+03	+4.36864e+00	+1.16028e-01	+1.69490e+01	+4.26312e+00	+9.96113e+03	+1.08154e+03
+1.42710e+04	+1.69502e+03	+4.36563e+00	+1.15981e-01	+1.69655e+01	+4.26021e+00	+9.94124e+03	+1.32938e+03
+1.42720e+04	+1.69412e+03	+4.36262e+00	+1.15935e-01	+1.69859e+01	+4.25732e+00	+9.91730e+03	+1.57668e+03
+1.42730e+04	+1.69322e+03	+4.35963e+00	+1.15888e-01	+1.70102e+01	+4.25444e+00	+9.88932e+03	+1.82334e+03
+1.42740e+04	+1.69233e+03	+4.35665e+00	+1.15843e-01	+1.70385e+01	+4.25158e+00	+9.85734e+03	+2.06926e+03
+1.42750e+04	+1.69144e+03	+4.35368e+00	+1.15797e-01	+1.70707e+01	+4.24872e+00	+9.82138e+03	+2.31434e+03
+1.42760e+04	+1.69055e+03	+4.35073e+00	+1.15752e-01	+1.71067e+01	+4.24589e+00	+9.78149e+03	+2.55850e+03
+1.42770e+04	+1.68966e+03	+4.34780e+00	+1.15707e-01	+1.71465e+01	+4.24307e+00	+9.73770e+03	+2.80163e+03
+1.42780e+04	+1.68878e+03	+4.34489e+00	+1.15662e-01	+1.71901e+01	+4.24027e+00	+9.69005e+03	+3.04366e+03
+1.42790e+04	+1.68790e+03	+4.34200e+00	+1.15618e-01	+1.72374e+01	+4.23749e+00	+9.63860e+03	+3.28449e+03
+1.42800e+04	+1.68702e+03	+4.33914e+00	+1.15574e-01	+1.72884e+01	+4.23473e+00	+9.58339e+03	+3.52405e+03
+1.42810e+04	+1.68615e+03	+4.33629e+00	+1.15531e-01	+1.73431e+01	+4.23200e+00	+9.52447e+03	+3.76223e+03
+1.42820e+04	+1.68528e+03	+4.33347e+00	+1.15488e-01	+1.74013e+01	+4.22929e+00	+9.46190e+03	+3.99898e+03
+1.42830e+04	+1.68442e+03	+4.33068e+00	+1.15446e-01	+1.74630e+01	+4.22660e+00	+9.39573e+03	+4.23421e+03
+1.42840e+04	+1.68356e+03	+4.32791e+00	+1.15404e-01	+1.75282e+01	+4.22394e+00	+9.32603e+03	+4.46784e+03
+1.42850e+04	+1.68271e+03	+4.32517e+00	+1.15363e-01	+1.75968e+01	+4.22130e+00	+9.25285e+03	+4.69981e+03
+1.42860e+04	+1.68186e+03	+4.32245e+00	+1.15322e-01	+1.76688e+01	+4.21869e+00	+9.17627e+03	+4.93005e+03
+1.42870e+04	+1.68102e+03	+4.31977e+00	+1.15282e-01	+1.77440e+01	+4.21611e+00	+9.09634e+03	+5.15849e+03
+1.42880e+04	+1.68018e+03	+4.31711e+00	+1.15242e-01	+1.78225e+01	+4.21356e+00	+9.01314e+03	+5.38508e+03
+1.42890e+04	+1.67935e+03	+4.31449e+00	+1.15203e-01	+1.79041e+01	+4.21104e+00	+8.92673e+03	+5.60974e+03
+1.42900e+04	+1.67853e+03	+4.31190e+00	+1.15165e-01	+1.79888e+01	+4.20855e+00	+8.83718e+03	+5.83244e+03
+1.42910e+04	+1.67771e+03	+4.30934e+00	+1.15127e-01	+1.80765e+01	+4.20609e+00	+8.74456e+03	+6.05312e+03
+1.42920e+04	+1.67690e+03	+4.30681e+00	+1.15090e-01	+1.81671e+01	+4.20366e+00	+8.64896e+03	+6.27172e+03
+1.42930e+04	+1.67609e+03	+4.30432e+00	+1.15054e-01	+1.82607e+01	+4.20126e+00	+8.55043e+03	+6.48820e+03
+1.42940e+04	+1.67529e+03	+4.30186e+00	+1.15018e-01	+1.83570e+01	+4.19890e+00	+8.44905e+03	+6.70252e+03
+1.42950e+04	+1.67449e+03	+4.29943e+00	+1.14983e-01	+1.84561e+01	+4.19657e+00	+8.34490e+03	+6.91465e+03
+1.42960e+04	+1.67371e+03	+4.29704e+00	+1.14948e-01	+1.85579e+01	+4.19427e+00	+8.23805e+03	+7.12453e+03
+1.42970e+04	+1.67292e+03	+4.29468e+00	+1.14914e-01	+1.86622e+01	+4.19200e+00	+8.12857e+03	+7.33215e+03
+1.42980e+04	+1.67215e+03	+4.29235e+00	+1.14881e-01	+1.87691e+01	+4.18977e+00	+8.01654e+03	+7.53746e+03
+1.42990e+04	+1.67138e+03	+4.29006e+00	+1.14849e-01	+1.88784e+01	+4.18757e+00	+7.90203e+03	+7.74045e+03
+1.43000e+04	+1.67062e+03	+4.28781e+00	+1.14817e-01	+1.89901e+01	+4.18541e+00	+7.78512e+03	+7.94107e+03
+1.43010e+04	+1.66986e+03	+4.28559e+00	+1.14786e-01	+1.91042e+01	+4.18328e+00	+7.66588e+03	+8.13932e+03
+1.43020e+04	+1.66911e+03	+4.28341e+00	+1.14755e-01	+1.92205e+01	+4.18118e+00	+7.54438e+03	+8.33518e+03
+1.43030e+04	+1.66837e+03	+4.28126e+00	+1.14725e-01	+1.93389e+01	+4.17912e+00	+7.42069e+03	+8.52861e+03
+1.43040e+04	+1.66764e+03	+4.27915e+00	+1.14696e-01	+1.94595e+01	+4.17709e+00	+7.29489e+03	+8.71962e+03
+1.43050e+04	+1.66691e+03	+4.27707e+00	+1.14668e-01	+1.95821e+01	+4.17510e+00	+7.16704e+03	+8.90818e+03
+1.43060e+04	+1.66619e+03	+4.27503e+00	+1.14640e-01	+1.97066e+01	+4.17314e+00	+7.03721e+03	+9.09429e+03
+1.43070e+04	+1.66547e+03	+4.27302e+00	+1.14613e-01	+1.98331e+01	+4.17121e+00	+6.90548e+03	+9.27793e+03
+1.43080e+04	+1.66476e+03	+4.27105e+00	+1.14587e-01	+1.99614e+01	+4.16932e+00	+6.77191e+03	+9.45911e+03
+1.43090e+04	+1.66406e+03	+4.26911e+00	+1.14562e-01	+2.00915e+01	+4.16746e+00	+6.63657e+03	+9.63781e+03
+1.43100e+04	+1.66336e+03	+4.26721e+00	+1.14537e-01	+2.02233e+01	+4.16564e+00	+6.49953e+03	+9.81403e+03
+1.43110e+04	+1.66267e+03	+4.26534e+00	+1.14512e-01	+2.03567e+01	+4.16385e+00	+6.36084e+03	+9.98778e+03
+1.43120e+04	+1.66199e+03	+4.26351e+00	+1.14489e-01	+2.04918e+01	+4.16209e+00	+6.22058e+03	+1.01590e+04
+1.43130e+04	+1.66132e+03	+4.26171e+00	+1.14466e-01	+2.06283e+01	+4.16036e+00	+6.07880e+03	+1.03278e+04
+1.43140e+04	+1.66065e+03	+4.25994e+00	+1.14444e-01	+2.07664e+01	+4.15867e+00	+5.93556e+03	+1.04942e+04
+1.43150e+04	+1.65998e+03	+4.25821e+00	+1.14422e-01	+2.09058e+01	+4.15701e+00	+5.79093e+03	+1.06580e+04
+1.43160e+04	+1.65932e+03	+4.25651e+00	+1.14401e-01	+2.10466e+01	+4.15538e+00	+5.64496e+03	+1.08194e+04
+1.43170e+04	+1.65867e+03	+4.25484e+00	+1.14381e-01	+2.11887e+01	+4.15378e+00	+5.49772e+03	+1.09784e+04
+1.43180e+04	+1.65803e+03	+4.25321e+00	+1.14361e-01	+2.13320e+01	+4.15222e+00	+5.34925e+03	+1.11349e+04
+1.43190e+04	+1.65739e+03	+4.25160e+00	+1.14342e-01	+2.14765e+01	+4.15069e+00	+5.19961e+03	+1.12889e+04
+1.43200e+04	+1.65676e+03	+4.25003e+00	+1.14324e-01	+2.16222e+01	+4.14918e+00	+5.04885e+03	+1.14406e+04
+1.43210e+04	+1.65613e+03	+4.24850e+00	+1.14306e-01	+2.17689e+01	+4.14771e+00	+4.89703e+03	+1.15898e+04
+1.43220e+04	+1.65551e+03	+4.24699e+00	+1.14289e-01	+2.19167e+01	+4.14627e+00	+4.74420e+03	+1.17366e+04
+1.43230e+04	+1.65489e+03	+4.24551e+00	+1.14272e-01	+2.20654e+01	+4.14485e+00	+4.59041e+03	+1.18811e+04
+1.43240e+04	+1.65429e+03	+4.24406e+00	+1.14256e-01	+2.22151e+01	+4.14347e+00	+4.43570e+03	+1.20232e+04
+1.43250e+04	+1.65368e+03	+4.24265e+00	+1.14241e-01	+2.23657e+01	+4.14212e+00	+4.28013e+03	+1.21629e+04
+1.43260e+04	+1.65308e+03	+4.24126e+00	+1.14226e-01	+2.25172e+01	+4.14079e+00	+4.12373e+03	+1.23003e+04
+1.43270e+04	+1.65249e+03	+4.23990e+00	+1.14212e-01	+2.26694e+01	+4.13949e+00	+3.96655e+03	+1.24354e+04
+1.43280e+04	+1.65191e+03	+4.23858e+00	+1.14198e-01	+2.28224e+01	+4.13822e+00	+3.80864e+03	+1.25682e+04
+1.43290e+04	+1.65132e+03	+4.23728e+00	+1.14185e-01	+2.29761e+01	+4.13698e+00	+3.65003e+03	+1.26987e+04
+1.43300e+04	+1.65075e+03	+4.23600e+00	+1.14173e-01	+2.31306e+01	+4.13577e+00	+3.49078e+03	+1.28269e+04
+1.43310e+04	+1.65018e+03	+4.23476e+00	+1.14161e-01	+2.32856e+01	+4.13458e+00	+3.33091e+03	+1.29529e+04
+1.43320e+04	+1.64961e+03	+4.23354e+00	+1.14149e-01	+2.34413e+01	+4.13342e+00	+3.17047e+03	+1.30766e+04
+1.43330e+04	+1.64905e+03	+4.23235e+00	+1.14138e-01	+2.35975e+01	+4.13228e+00	+3.00949e+03	+1.31982e+04
+1.43340e+04	+1.64850e+03	+4.23119e+00	+1.14128e-01	+2.37542e+01	+4.13117e+00	+2.84801e+03	+1.33175e+04
+1.43350e+04	+1.64795e+03	+4.23005e+00	+1.14118e-01	+2.39115e+01	+4.13009e+00	+2.68607e+03	+1.34347e+04
+1.43360e+04	+1.64740e+03	+4.22894e+00	+1.14109e-01	+2.40692e+01	+4.12903e+00	+2.52370e+03	+1.35497e+04
+1.43370e+04	+1.64686e+03	+4.22785e+00	+1.14100e-01	+2.42273e+01	+4.12800e+00	+2.36093e+03	+1.36626e+04
+1.43380e+04	+1.64633e+03	+4.22679e+00	+1.14092e-01	+2.43858e+01	+4.12698e+00	+2.19779e+03	+1.37734e+04
+1.43390e+04	+1.64580e+03	+4.22576e+00	+1.14084e-01	+2.45447e+01	+4.12600e+00	+2.03433e+03	+1.38821e+04
+1.43400e+04	+1.64527e+03	+4.22474e+00	+1.14076e-01	+2.47039e+01	+4.12503e+00	+1.87055e+03	+1.39887e+04
+1.43410e+04	+1.64475e+03	+4.22375e+00	+1.14069e-01	+2.48635e+01	+4.12409e+00	+1.70651e+03	+1.40933e+04
+1.43420e+04	+1.64423e+03	+4.22279e+00	+1.14063e-01	+2.50233e+01	+4.12318e+00	+1.54222e+03	+1.41958e+04
+1.43430e+04	+1.64372e+03	+4.22185e+00	+1.14057e-01	+2.51833e+01	+4.12228e+00	+1.37771e+03	+1.42963e+04
+1.43440e+04	+1.64321e+03	+4.22093e+00	+1.14051e-01	+2.53436e+01	+4.12141e+00	+1.21301e+03	+1.43949e+04
+1.43450e+04	+1.64270e+03	+4.22003e+00	+1.14046e-01	+2.55041e+01	+4.12055e+00	+1.04814e+03	+1.44915e+04
+1.43460e+04	+1.64221e+03	+4.21916e+00	+1.14042e-01	+2.56647e+01	+4.11972e+00	+8.83132e+02	+1.45861e+04
+1.43470e+04	+1.64171e+03	+4.21830e+00	+1.14037e-01	+2.58255e+01	+4.11891e+00	+7.18008e+02	+1.46788e+04
+1.43480e+04	+1.64122e+03	+4.21747e+00	+1.14034e-01	+2.59864e+01	+4.11813e+00	+5.52791e+02	+1.47696e+04
+1.43490e+04	+1.64073e+03	+4.21666e+00	+1.14030e-01	+2.61474e+01	+4.11736e+00	+3.87503e+02	+1.48585e+04
+1.43500e+04	+1.64025e+03	+4.21587e+00	+1.14027e-01	+2.63085e+01	+4.11661e+00	+2.22166e+02	+1.49456e+04
+1.43510e+04	+1.63977e+03	+4.21510e+00	+1.14025e-01	+2.64697e+01	+4.11588e+00	+5.68015e+01	+1.50308e+04
+1.43520e+04	+1.63929e+03	+4.21435e+00	+1.14022e-01	+2.66309e+01	+4.11517e+00	-1.08570e+02	+1.51142e+04
+1.43530e+04	+1.63882e+03	+4.21362e+00	+1.14021e-01	+2.67921e+01	+4.11448e+00	-2.73928e+02	+1.51958e+04
+1.43540e+04	+1.63835e+03	+4.21291e+00	+1.14019e-01	+2.69533e+01	+4.11381e+00	-4.39254e+02	+1.52756e+04
+1.43550e+04	+1.63789e+03	+4.21222e+00	+1.14018e-01	+2.71144e+01	+4.11316e+00	-6.04530e+02	+1.53536e+04
+1.43560e+04	+1.63743e+03	+4.21155e+00	+1.14018e-01	+2.72756e+01	+4.11252e+00	-7.69737e+02	+1.54299e+04
+1.43570e+04	+1.63697e+03	+4.21089e+00	+1.14017e-01	+2.74366e+01	+4.11190e+00	-9.34858e+02	+1.55045e+04
+1.43580e+04	+1.63651e+03	+4.21025e+00	+1.14017e-01	+2.75976e+01	+4.11130e+00	-1.09988e+03	+1.55774e+04
+1.43590e+04	+1.63606e+03	+4.20964e+00	+1.14018e-01	+2.77586e+01	+4.11072e+00	-1.26478e+03	+1.56485e+04
+1.43600e+04	+1.63562e+03	+4.20904e+00	+1.14019e-01	+2.79194e+01	+4.11016e+00	-1.42954e+03	+1.57181e+04
+1.43610e+04	+1.63517e+03	+4.20845e+00	+1.14020e-01	+2.80800e+01	+4.10961e+00	-1.59416e+03	+1.57859e+04
+1.43620e+04	+1.63473e+03	+4.20788e+00	+1.14021e-01	+2.82406e+01	+4.10907e+00	-1.75861e+03	+1.58522e+04
+1.43630e+04	+1.63429e+03	+4.20733e+00	+1.14023e-01	+2.84009e+01	+4.10856e+00	-1.92288e+03	+1.59168e+04
+1.43640e+04	+1.63386e+03	+4.20680e+00	+1.14025e-01	+2.85612e+01	+4.10806e+00	-2.08696e+03	+1.59799e+04
+1.43650e+04	+1.63343e+03	+4.20628e+00	+1.14028e-01	+2.87212e+01	+4.10757e+00	-2.25083e+03	+1.60413e+04
+1.43660e+04	+1.63300e+03	+4.20578e+00	+1.14030e-01	+2.88810e+01	+4.10710e+00	-2.41449e+03	+1.61013e+04
+1.43670e+04	+1.63258e+03	+4.20530e+00	+1.14033e-01	+2.90407e+01	+4.10665e+00	-2.57792e+03	+1.61596e+04
+1.43680e+04	+1.63215e+03	+4.20483e+00	+1.14037e-01	+2.92001e+01	+4.10621e+00	-2.74110e+03	+1.62165e+04
+1.43690e+04	+1.63174e+03	+4.20437e+00	+1.14040e-01	+2.93593e+01	+4.10579e+00	-2.90403e+03	+1.62719e+04
+1.43700e+04	+1.63132e+03	+4.20393e+00	+1.14044e-01	+2.95182e+01	+4.10538e+00	-3.06670e+03	+1.63257e+04
+1.43710e+04	+1.63091e+03	+4.20351e+00	+1.14049e-01	+2.96769e+01	+4.10498e+00	-3.22909e+03	+1.63782e+04
+1.43720e+04	+1.63050e+03	+4.20309e+00	+1.14053e-01	+2.98354e+01	+4.10460e+00	-3.39119e+03	+1.64291e+04
+1.43730e+04	+1.63009e+03	+4.20270e+00	+1.14058e-01	+2.99935e+01	+4.10423e+00	-3.55300e+03	+1.64786e+04
+1.43740e+04	+1.62968e+03	+4.20232e+00	+1.14063e-01	+3.01514e+01	+4.10388e+00	-3.71450e+03	+1.65268e+04
+1.43750e+04	+1.62928e+03	+4.20195e+00	+1.14069e-01	+3.03090e+01	+4.10354e+00	-3.87569e+03	+1.65735e+04
+1.43760e+04	+1.62888e+03	+4.20159e+00	+1.14074e-01	+3.04662e+01	+4.10321e+00	-4.03656e+03	+1.66188e+04
+1.43770e+04	+1.62848e+03	+4.20125e+00	+1.14080e-01	+3.06232e+01	+4.10289e+00	-4.19709e+03	+1.66627e+04
+1.43780e+04	+1.62809e+03	+4.20092e+00	+1.14086e-01	+3.07799e+01	+4.10259e+00	-4.35728e+03	+1.67054e+04
+1.43790e+04	+1.62770e+03	+4.20060e+00	+1.14093e-01	+3.09362e+01	+4.10230e+00	-4.51712e+03	+1.67466e+04
+1.43800e+04	+1.62731e+03	+4.20030e+00	+1.14100e-01	+3.10921e+01	+4.10202e+00	-4.67661e+03	+1.67866e+04
+1.43810e+04	+1.62692e+03	+4.20001e+00	+1.14107e-01	+3.12478e+01	+4.10176e+00	-4.83573e+03	+1.68252e+04
+1.43820e+04	+1.62654e+03	+4.19973e+00	+1.14114e-01	+3.14031e+01	+4.10150e+00	-4.99448e+03	+1.68626e+04
+1.43830e+04	+1.62615e+03	+4.19947e+00	+1.14121e-01	+3.15580e+01	+4.10126e+00	-5.15286e+03	+1.68986e+04
+1.43840e+04	+1.62577e+03	+4.19921e+00	+1.14129e-01	+3.17125e+01	+4.10103e+00	-5.31084e+03	+1.69334e+04
+1.43850e+04	+1.62540e+03	+4.19897e+00	+1.14137e-01	+3.18667e+01	+4.10081e+00	-5.46844e+03	+1.69670e+04
+1.43860e+04	+1.62502e+03	+4.19874e+00	+1.14145e-01	+3.20205e+01	+4.10061e+00	-5.62564e+03	+1.69993e+04
+1.43870e+04	+1.62465e+03	+4.19852e+00	+1.14154e-01	+3.21739e+01	+4.10041e+00	-5.78244e+03	+1.70304e+04
+1.43880e+04	+1.62428e+03	+4.19831e+00	+1.14162e-01	+3.23270e+01	+4.10023e+00	-5.93882e+03	+1.70603e+04
+1.43890e+04	+1.62391e+03	+4.19811e+00	+1.14171e-01	+3.24796e+01	+4.10005e+00	-6.09479e+03	+1.70891e+04
+1.43900e+04	+1.62354e+03	+4.19793e+00	+1.14180e-01	+3.26318e+01	+4.09989e+00	-6.25035e+03	+1.71166e+04
+1.43910e+04	+1.62318e+03	+4.19775e+00	+1.14189e-01	+3.27836e+01	+4.09973e+00	-6.40547e+03	+1.71430e+04
+1.43920e+04	+1.62281e+03	+4.19759e+00	+1.14199e-01	+3.29350e+01	+4.09959e+00	-6.56017e+03	+1.71682e+04
+1.43930e+04	+1.62245e+03	+4.19743e+00	+1.14209e-01	+3.30860e+01	+4.09946e+00	-6.71443e+03	+1.71922e+04
+1.43940e+04	+1.62209e+03	+4.19729e+00	+1.14219e-01	+3.32365e+01	+4.09933e+00	-6.86825e+03	+1.72152e+04
+1.43950e+04	+1.62174e+03	+4.19715e+00	+1.14229e-01	+3.33867e+01	+4.09922e+00	-7.02162e+03	+1.72370e+04
+1.43960e+04	+1.62138e+03	+4.19703e+00	+1.14239e-01	+3.35363e+01	+4.09911e+00	-7.17455e+03	+1.72578e+04
+1.43970e+04	+1.62103e+03	+4.19691e+00	+1.14249e-01	+3.36856e+01	+4.09902e+00	-7.32703e+03	+1.72774e+04
+1.43980e+04	+1.62068e+03	+4.19681e+00	+1.14260e-01	+3.38344e+01	+4.09893e+00	-7.47905e+03	+1.72960e+04
+1.43990e+04	+1.62033e+03	+4.19671e+00	+1.14271e-01	+3.39828e+01	+4.09886e+00	-7.63060e+03	+1.73135e+04
+1.44000e+04	+1.61998e+03	+4.19663e+00	+1.14282e-01	+3.41307e+01	+4.09879e+00	-7.78170e+03	+1.73299e+04
+1.44010e+04	+1.61964e+03	+4.19655e+00	+1.14293e-01	+3.42781e+01	+4.09873e+00	-7.93232e+03	+1.73454e+04
+1.44020e+04	+1.61929e+03	+4.19648e+00	+1.14305e-01	+3.44251e+01	+4.09868e+00	-8.08248e+03	+1.73597e+04
+1.44030e+04	+1.61895e+03	+4.19643e+00	+1.14317e-01	+3.45717e+01	+4.09864e+00	-8.23216e+03	+1.73731e+04
+1.44040e+04	+1.61861e+03	+4.19638e+00	+1.14328e-01	+3.47177e+01	+4.09861e+00	-8.38137e+03	+1.73855e+04
+1.44050e+04	+1.61827e+03	+4.19634e+00	+1.14340e-01	+3.48633e+01	+4.09859e+00	-8.53009e+03	+1.73968e+04
+1.44060e+04	+1.61794e+03	+4.19630e+00	+1.14353e-01	+3.50085e+01	+4.09857e+00	-8.67833e+03	+1.74072e+04
+1.44070e+04	+1.61760e+03	+4.19628e+00	+1.14365e-01	+3.51531e+01	+4.09857e+00	-8.82609e+03	+1.74166e+04
+1.44080e+04	+1.61727e+03	+4.19626e+00	+1.14377e-01	+3.52973e+01	+4.09857e+00	-8.97336e+03	+1.74250e+04
+1.44090e+04	+1.61694e+03	+4.19626e+00	+1.14390e-01	+3.54410e+01	+4.09858e+00	-9.12013e+03	+1.74325e+04
+1.44100e+04	+1.61660e+03	+4.19626e+00	+1.14403e-01	+3.55842e+01	+4.09859e+00	-9.26642e+03	+1.74391e+04
+1.44110e+04	+1.61628e+03	+4.19627e+00	+1.14416e-01	+3.57269e+01	+4.09862e+00	-9.41221e+03	+1.74447e+04
