     t      	     M      	     rh     	     rc     	     rJ     	     rv     	     x      	     y      
+1.93000e+02	+7.91324e+03	+2.96266e+00	+1.12170e+00	+7.14196e+01	+3.85146e+00	-1.57591e+04	+1.67981e+04
+1.94000e+02	+7.91303e+03	+2.96252e+00	+1.12127e+00	+7.16233e+01	+3.85128e+00	-1.58795e+04	+1.67684e+04
+1.95000e+02	+7.91283e+03	+2.96239e+00	+1.12084e+00	+7.18261e+01	+3.85110e+00	-1.59993e+04	+1.67381e+04
+1.96000e+02	+7.91262e+03	+2.96225e+00	+1.12042e+00	+7.20280e+01	+3.85092e+00	-1.61186e+04	+1.67072e+04
+1.97000e+02	+7.91242e+03	+2.96211e+00	+1.11999e+00	+7.22290e+01	+3.85075e+00	-1.62373e+04	+1.66758e+04
+1.98000e+02	+7.91222e+03	+2.96198e+00	+1.11956e+00	+7.24291e+01	+3.85057e+00	-1.63555e+04	+1.66438e+04
+1.99000e+02	+7.91201e+03	+2.96184e+00	+1.11914e+00	+7.26284e+01	+3.85040e+00	-1.64732e+04	+1.66113e+04
+2.00000e+02	+7.91181e+03	+2.96171e+00	+1.11871e+00	+7.28267e+01	+3.85022e+00	-1.65904e+04	+1.65783e+04
+2.01000e+02	+7.91161e+03	+2.96157e+00	+1.11829e+00	+7.30242e+01	+3.85005e+00	-1.67070e+04	+1.65447e+04
+2.02000e+02	+7.91141e+03	+2.96144e+00	+1.11786e+00	+7.32208e+01	+3.84987e+00	-1.68231e+04	+1.65106e+04
+2.03000e+02	+7.91122e+03	+2.96131e+00	+1.11743e+00	+7.34164e+01	+3.84970e+00	-1.69387e+04	+1.64760e+04
+2.04000e+02	+7.91102e+03	+2.96118e+00	+1.11701e+00	+7.36112e+01	+3.84953e+00	-1.70537e+04	+1.64408e+04
+2.05000e+02	+7.91082e+03	+2.96104e+00	+1.11658e+00	+7.38052e+01	+3.84936e+00	-1.71682e+04	+1.64052e+04
+2.06000e+02	+7.91063e+03	+2.96091e+00	+1.11616e+00	+7.39982e+01	+3.84918e+00	-1.72822e+04	+1.63691e+04
+2.07000e+02	+7.91043e+03	+2.96078e+00	+1.11573e+00	+7.41903e+01	+3.84901e+00	-1.73957e+04	+1.63324e+04
+2.08000e+02	+7.91024e+03	+2.96065e+00	+1.11531e+00	+7.43816e+01	+3.84884e+00	-1.75086e+04	+1.62953e+04
+2.09000e+02	+7.91004e+03	+2.96052e+00	+1.11488e+00	+7.45720e+01	+3.84868e+00	-1.76210e+04	+1.62577e+04
+2.10000e+02	+7.90985e+03	+2.96039e+00	+1.11446e+00	+7.47615e+01	+3.84851e+00	-1.77329e+04	+1.62195e+04
+2.11000e+02	+7.90966e+03	+2.96026e+00	+1.11403e+00	+7.49501e+01	+3.84834e+00	-1.78442e+04	+1.61810e+04
+2.12000e+02	+7.90946e+03	+2.96013e+00	+1.11361e+00	+7.51378e+01	+3.84817e+00	-1.79551e+04	+1.61419e+04
+2.13000e+02	+7.90927e+03	+2.96000e+00	+1.11318e+00	+7.53246e+01	+3.84800e+00	-1.80654e+04	+1.61023e+04
+2.14000e+02	+7.90908e+03	+2.95988e+00	+1.11276e+00	+7.55106e+01	+3.84784e+00	-1.81751e+04	+1.60623e+04
+2.15000e+02	+7.90889e+03	+2.95975e+00	+1.11234e+00	+7.56956e+01	+3.84767e+00	-1.82844e+04	+1.60219e+04
+2.16000e+02	+7.90870e+03	+2.95962e+00	+1.11191e+00	+7.58798e+01	+3.84751e+00	-1.83931e+04	+1.59809e+04
+2.17000e+02	+7.90852e+03	+2.95949e+00	+1.11149e+00	+7.60631e+01	+3.84734e+00	-1.85013e+04	+1.59395e+04
+2.18000e+02	+7.90833e+03	+2.95937e+00	+1.11106e+00	+7.62455e+01	+3.84718e+00	-1.86090e+04	+1.58977e+04
+2.19000e+02	+7.90814e+03	+2.95924e+00	+1.11064e+00	+7.64271e+01	+3.84701e+00	-1.87161e+04	+1.58554e+04
+2.20000e+02	+7.90795e+03	+2.95912e+00	+1.11022e+00	+7.66078e+01	+3.84685e+00	-1.88228e+04	+1.58127e+04
+2.21000e+02	+7.90777e+03	+2.95899e+00	+1.10979e+00	+7.67875e+01	+3.84669e+00	-1.89289e+04	+1.57695e+04
+2.22000e+02	+7.90758e+03	+2.95887e+00	+1.10937e+00	+7.69665e+01	+3.84653e+00	-1.90345e+04	+1.57259e+04
+2.23000e+02	+7.90740e+03	+2.95874e+00	+1.10894e+00	+7.71445e+01	+3.84636e+00	-1.91395e+04	+1.56819e+04
+2.24000e+02	+7.90721e+03	+2.95862e+00	+1.10852e+00	+7.73216e+01	+3.84620e+00	-1.92441e+04	+1.56374e+04
+2.25000e+02	+7.90703e+03	+2.95849e+00	+1.10810e+00	+7.74979e+01	+3.84604e+00	-1.93481e+04	+1.55925e+04
+2.26000e+02	+7.90685e+03	+2.95837e+00	+1.10768e+00	+7.76733e+01	+3.84588e+00	-1.94516e+04	+1.55472e+04
+2.27000e+02	+7.90667e+03	+2.95825e+00	+1.10725e+00	+7.78478e+01	+3.84572e+00	-1.95546e+04	+1.55015e+04
+2.28000e+02	+7.90648e+03	+2.95813e+00	+1.10683e+00	+7.80215e+01	+3.84556e+00	-1.96571e+04	+1.54554e+04
+2.29000e+02	+7.90630e+03	+2.95800e+00	+1.10641e+00	+7.81943e+01	+3.84541e+00	-1.97590e+04	+1.54089e+04
+2.30000e+02	+7.90612e+03	+2.95788e+00	+1.10598e+00	+7.83662e+01	+3.84525e+00	-1.98605e+04	+1.53619e+04
+2.31000e+02	+7.90594e+03	+2.95776e+00	+1.10556e+00	+7.85372e+01	+3.84509e+00	-1.99614e+04	+1.53146e+04
+2.32000e+02	+7.90576e+03	+2.95764e+00	+1.10514e+00	+7.87074e+01	+3.84493e+00	-2.00618e+04	+1.52669e+04
+2.33000e+02	+7.90559e+03	+2.95752e+00	+1.10472e+00	+7.88767e+01	+3.84478e+00	-2.01617e+04	+1.52187e+04
+2.34000e+02	+7.90541e+03	+2.95740e+00	+1.10429e+00	+7.90451e+01	+3.84462e+00	-2.02611e+04	+1.51702e+04
+2.35000e+02	+7.90523e+03	+2.95728e+00	+1.10387e+00	+7.92127e+01	+3.84446e+00	-2.03599e+04	+1.51213e+04
+2.36000e+02	+7.90505e+03	+2.95716e+00	+1.10345e+00	+7.93794e+01	+3.84431e+00	-2.04583e+04	+1.50720e+04
+2.37000e+02	+7.90488e+03	+2.95704e+00	+1.10303e+00	+7.95452e+01	+3.84415e+00	-2.05561e+04	+1.50224e+04
+2.38000e+02	+7.90470e+03	+2.95692e+00	+1.10261e+00	+7.97101e+01	+3.84400e+00	-2.06534e+04	+1.49724e+04
+2.39000e+02	+7.90453e+03	+2.95680e+00	+1.10219e+00	+7.98742e+01	+3.84384e+00	-2.07502e+04	+1.49220e+04
+2.40000e+02	+7.90435e+03	+2.95669e+00	+1.10176e+00	+8.00374e+01	+3.84369e+00	-2.08465e+04	+1.48712e+04
+2.41000e+02	+7.90418e+03	+2.95657e+00	+1.10134e+00	+8.01998e+01	+3.84354e+00	-2.09423e+04	+1.48200e+04
+2.42000e+02	+7.90400e+03	+2.95645e+00	+1.10092e+00	+8.03613e+01	+3.84338e+00	-2.10376e+04	+1.47685e+04
+2.43000e+02	+7.90383e+03	+2.95633e+00	+1.10050e+00	+8.05219e+01	+3.84323e+00	-2.11323e+04	+1.47167e+04
+2.44000e+02	+7.90366e+03	+2.95622e+00	+1.10008e+00	+8.06817e+01	+3.84308e+00	-2.12266e+04	+1.46645e+04
+2.45000e+02	+7.90348e+03	+2.95610e+00	+1.09966e+00	+8.08406e+01	+3.84293e+00	-2.13203e+04	+1.46119e+04
+2.46000e+02	+7.90331e+03	+2.95598e+00	+1.09924e+00	+8.09987e+01	+3.84278e+00	-2.14136e+04	+1.45590e+04
+2.47000e+02	+7.90314e+03	+2.95587e+00	+1.09882e+00	+8.11559e+01	+3.84263e+00	-2.15063e+04	+1.45057e+04
+2.48000e+02	+7.90297e+03	+2.95575e+00	+1.09840e+00	+8.13122e+01	+3.84248e+00	-2.15985e+04	+1.44521e+04
+2.49000e+02	+7.90280e+03	+2.95563e+00	+1.09798e+00	+8.14677e+01	+3.84233e+00	-2.16902e+04	+1.43982e+04
+2.50000e+02	+7.90263e+03	+2.95552e+00	+1.09756e+00	+8.16223e+01	+3.84218e+00	-2.17814e+04	+1.43439e+04
+2.51000e+02	+7.90246e+03	+2.95540e+00	+1.09714e+00	+8.17761e+01	+3.84203e+00	-2.18721e+04	+1.42893e+04
+2.52000e+02	+7.90229e+03	+2.95529e+00	+1.09672e+00	+8.19290e+01	+3.84188e+00	-2.19623e+04	+1.42344e+04
+2.53000e+02	+7.90212e+03	+2.95518e+00	+1.09630e+00	+8.20811e+01	+3.84173e+00	-2.20520e+04	+1.41791e+04
+2.54000e+02	+7.90195e+03	+2.95506e+00	+1.09588e+00	+8.22323e+01	+3.84158e+00	-2.21412e+04	+1.41235e+04
+2.55000e+02	+7.90179e+03	+2.95495e+00	+1.09546e+00	+8.23826e+01	+3.84143e+00	-2.22299e+04	+1.40676e+04
+2.56000e+02	+7.90162e+03	+2.95483e+00	+1.09504e+00	+8.25321e+01	+3.84128e+00	-2.23181e+04	+1.40114e+04
+2.57000e+02	+7.90145e+03	+2.95472e+00	+1.09462e+00	+8.26808e+01	+3.84114e+00	-2.24058e+04	+1.39549e+04
+2.58000e+02	+7.90129e+03	+2.95461e+00	+1.09420e+00	+8.28286e+01	+3.84099e+00	-2.24929e+04	+1.38980e+04
+2.59000e+02	+7.90112e+03	+2.95450e+00	+1.09378e+00	+8.29755e+01	+3.84084e+00	-2.25796e+04	+1.38408e+04
+2.60000e+02	+7.90095e+03	+2.95438e+00	+1.09336e+00	+8.31216e+01	+3.84070e+00	-2.26658e+04	+1.37834e+04
+2.61000e+02	+7.90079e+03	+2.95427e+00	+1.09294e+00	+8.32669e+01	+3.84055e+00	-2.27515e+04	+1.37256e+04
+2.62000e+02	+7.90062e+03	+2.95416e+00	+1.09252e+00	+8.34113e+01	+3.84041e+00	-2.28366e+04	+1.36675e+04
+2.63000e+02	+7.90046e+03	+2.95405e+00	+1.09210e+00	+8.35549e+01	+3.84026e+00	-2.29213e+04	+1.36091e+04
+2.64000e+02	+7.90030e+03	+2.95394e+00	+1.09169e+00	+8.36976e+01	+3.84012e+00	-2.30055e+04	+1.35505e+04
+2.65000e+02	+7.90013e+03	+2.95383e+00	+1.09127e+00	+8.38395e+01	+3.83997e+00	-2.30892e+04	+1.34915e+04
+2.66000e+02	+7.89997e+03	+2.95371e+00	+1.09085e+00	+8.39805e+01	+3.83983e+00	-2.31724e+04	+1.34322e+04
+2.67000e+02	+7.89981e+03	+2.95360e+00	+1.09043e+00	+8.41207e+01	+3.83968e+00	-2.32550e+04	+1.33727e+04
+2.68000e+02	+7.89964e+03	+2.95349e+00	+1.09001e+00	+8.42601e+01	+3.83954e+00	-2.33372e+04	+1.33129e+04
+2.69000e+02	+7.89948e+03	+2.95338e+00	+1.08959e+00	+8.43986e+01	+3.83940e+00	-2.34189e+04	+1.32528e+04
+2.70000e+02	+7.89932e+03	+2.95327e+00	+1.08918e+00	+8.45363e+01	+3.83926e+00	-2.35001e+04	+1.31924e+04
+2.71000e+02	+7.89916e+03	+2.95316e+00	+1.08876e+00	+8.46731e+01	+3.83911e+00	-2.35808e+04	+1.31317e+04
+2.72000e+02	+7.89900e+03	+2.95305e+00	+1.08834e+00	+8.48091e+01	+3.83897e+00	-2.36610e+04	+1.30707e+04
+2.73000e+02	+7.89884e+03	+2.95295e+00	+1.08792e+00	+8.49443e+01	+3.83883e+00	-2.37408e+04	+1.30095e+04
+2.74000e+02	+7.89868e+03	+2.95284e+00	+1.08751e+00	+8.50786e+01	+3.83869e+00	-2.38200e+04	+1.29480e+04
+2.75000e+02	+7.89852e+03	+2.95273e+00	+1.08709e+00	+8.52121e+01	+3.83855e+00	-2.38987e+04	+1.28863e+04
+2.76000e+02	+7.89836e+03	+2.95262e+00	+1.08667e+00	+8.53447e+01	+3.83840e+00	-2.39770e+04	+1.28243e+04
+2.77000e+02	+7.89820e+03	+2.95251e+00	+1.08625e+00	+8.54766e+01	+3.83826e+00	-2.40547e+04	+1.27620e+04
+2.78000e+02	+7.89804e+03	+2.95240e+00	+1.08584e+00	+8.56076e+01	+3.83812e+00	-2.41320e+04	+1.26994e+04
+2.79000e+02	+7.89788e+03	+2.95230e+00	+1.08542e+00	+8.57377e+01	+3.83798e+00	-2.42087e+04	+1.26366e+04
+2.80000e+02	+7.89772e+03	+2.95219e+00	+1.08500e+00	+8.58670e+01	+3.83784e+00	-2.42850e+04	+1.25736e+04
+2.81000e+02	+7.89757e+03	+2.95208e+00	+1.08459e+00	+8.59956e+01	+3.83770e+00	-2.43608e+04	+1.25103e+04
+2.82000e+02	+7.89741e+03	+2.95197e+00	+1.08417e+00	+8.61232e+01	+3.83756e+00	-2.44361e+04	+1.24467e+04
+2.83000e+02	+7.89725e+03	+2.95187e+00	+1.08375e+00	+8.62501e+01	+3.83743e+00	-2.45109e+04	+1.23829e+04
+2.84000e+02	+7.89709e+03	+2.95176e+00	+1.08334e+00	+8.63761e+01	+3.83729e+00	-2.45852e+04	+1.23188e+04
+2.85000e+02	+7.89694e+03	+2.95165e+00	+1.08292e+00	+8.65013e+01	+3.83715e+00	-2.46591e+04	+1.22545e+04
+2.86000e+02	+7.89678e+03	+2.95155e+00	+1.08251e+00	+8.66256e+01	+3.83701e+00	-2.47324e+04	+1.21900e+04
+2.87000e+02	+7.89663e+03	+2.95144e+00	+1.08209e+00	+8.67492e+01	+3.83687e+00	-2.48053e+04	+1.21252e+04
+2.88000e+02	+7.89647e+03	+2.95133e+00	+1.08167e+00	+8.68719e+01	+3.83673e+00	-2.48777e+04	+1.20602e+04
+2.89000e+02	+7.89631e+03	+2.95123e+00	+1.08126e+00	+8.69938e+01	+3.83660e+00	-2.49496e+04	+1.19950e+04
+2.90000e+02	+7.89616e+03	+2.95112e+00	+1.08084e+00	+8.71149e+01	+3.83646e+00	-2.50210e+04	+1.19295e+04
+2.91000e+02	+7.89601e+03	+2.95102e+00	+1.08043e+00	+8.72351e+01	+3.83632e+00	-2.50919e+04	+1.18637e+04
+2.92000e+02	+7.89585e+03	+2.95091e+00	+1.08001e+00	+8.73545e+01	+3.83619e+00	-2.51624e+04	+1.17978e+04
+2.93000e+02	+7.89570e+03	+2.95081e+00	+1.07960e+00	+8.74731e+01	+3.83605e+00	-2.52323e+04	+1.17316e+04
+2.94000e+02	+7.89554e+03	+2.95070e+00	+1.07918e+00	+8.75909e+01	+3.83591e+00	-2.53018e+04	+1.16652e+04
+2.95000e+02	+7.89539e+03	+2.95060e+00	+1.07877e+00	+8.77079e+01	+3.83578e+00	-2.53708e+04	+1.15986e+04
+2.96000e+02	+7.89524e+03	+2.95049e+00	+1.07835e+00	+8.78240e+01	+3.83564e+00	-2.54393e+04	+1.15318e+04
+2.97000e+02	+7.89508e+03	+2.95039e+00	+1.07794e+00	+8.79394e+01	+3.83551e+00	-2.55074e+04	+1.14647e+04
+2.98000e+02	+7.89493e+03	+2.95029e+00	+1.07752e+00	+8.80539e+01	+3.83537e+00	-2.55749e+04	+1.13975e+04
+2.99000e+02	+7.89478e+03	+2.95018e+00	+1.07711e+00	+8.81676e+01	+3.83523e+00	-2.56420e+04	+1.13300e+04
+3.00000e+02	+7.89463e+03	+2.95008e+00	+1.07669e+00	+8.82805e+01	+3.83510e+00	-2.57086e+04	+1.12623e+04
+3.01000e+02	+7.89448e+03	+2.94997e+00	+1.07628e+00	+8.83926e+01	+3.83497e+00	-2.57747e+04	+1.11944e+04
+3.02000e+02	+7.89432e+03	+2.94987e+00	+1.07587e+00	+8.85038e+01	+3.83483e+00	-2.58404e+04	+1.11262e+04
+3.03000e+02	+7.89417e+03	+2.94977e+00	+1.07545e+00	+8.86143e+01	+3.83470e+00	-2.59055e+04	+1.10579e+04
+3.04000e+02	+7.89402e+03	+2.94966e+00	+1.07504e+00	+8.87239e+01	+3.83456e+00	-2.59702e+04	+1.09894e+04
+3.05000e+02	+7.89387e+03	+2.94956e+00	+1.07462e+00	+8.88327e+01	+3.83443e+00	-2.60344e+04	+1.09207e+04
+3.06000e+02	+7.89372e+03	+2.94946e+00	+1.07421e+00	+8.89408e+01	+3.83430e+00	-2.60981e+04	+1.08517e+04
+3.07000e+02	+7.89357e+03	+2.94936e+00	+1.07380e+00	+8.90480e+01	+3.83416e+00	-2.61614e+04	+1.07826e+04
+3.08000e+02	+7.89342e+03	+2.94925e+00	+1.07338e+00	+8.91544e+01	+3.83403e+00	-2.62242e+04	+1.07133e+04
+3.09000e+02	+7.89327e+03	+2.94915e+00	+1.07297e+00	+8.92600e+01	+3.83390e+00	-2.62865e+04	+1.06438e+04
+3.10000e+02	+7.89312e+03	+2.94905e+00	+1.07256e+00	+8.93648e+01	+3.83376e+00	-2.63483e+04	+1.05741e+04
+3.11000e+02	+7.89297e+03	+2.94895e+00	+1.07214e+00	+8.94687e+01	+3.83363e+00	-2.64097e+04	+1.05042e+04
+3.12000e+02	+7.89282e+03	+2.94885e+00	+1.07173e+00	+8.95719e+01	+3.83350e+00	-2.64705e+04	+1.04341e+04
+3.13000e+02	+7.89267e+03	+2.94874e+00	+1.07132e+00	+8.96743e+01	+3.83337e+00	-2.65309e+04	+1.03638e+04
+3.14000e+02	+7.89253e+03	+2.94864e+00	+1.07091e+00	+8.97758e+01	+3.83323e+00	-2.65909e+04	+1.02934e+04
+3.15000e+02	+7.89238e+03	+2.94854e+00	+1.07049e+00	+8.98766e+01	+3.83310e+00	-2.66503e+04	+1.02227e+04
+3.16000e+02	+7.89223e+03	+2.94844e+00	+1.07008e+00	+8.99766e+01	+3.83297e+00	-2.67093e+04	+1.01519e+04
+3.17000e+02	+7.89208e+03	+2.94834e+00	+1.06967e+00	+9.00757e+01	+3.83284e+00	-2.67679e+04	+1.00809e+04
+3.18000e+02	+7.89193e+03	+2.94824e+00	+1.06926e+00	+9.01741e+01	+3.83271e+00	-2.68259e+04	+1.00097e+04
+3.19000e+02	+7.89179e+03	+2.94814e+00	+1.06884e+00	+9.02716e+01	+3.83258e+00	-2.68835e+04	+9.93838e+03
+3.20000e+02	+7.89164e+03	+2.94804e+00	+1.06843e+00	+9.03684e+01	+3.83245e+00	-2.69406e+04	+9.86686e+03
+3.21000e+02	+7.89149e+03	+2.94794e+00	+1.06802e+00	+9.04643e+01	+3.83232e+00	-2.69972e+04	+9.79516e+03
+3.22000e+02	+7.89135e+03	+2.94784e+00	+1.06761e+00	+9.05595e+01	+3.83219e+00	-2.70534e+04	+9.72329e+03
+3.23000e+02	+7.89120e+03	+2.94774e+00	+1.06720e+00	+9.06538e+01	+3.83206e+00	-2.71091e+04	+9.65125e+03
+3.24000e+02	+7.89105e+03	+2.94764e+00	+1.06679e+00	+9.07474e+01	+3.83193e+00	-2.71643e+04	+9.57905e+03
+3.25000e+02	+7.89091e+03	+2.94754e+00	+1.06637e+00	+9.08402e+01	+3.83180e+00	-2.72191e+04	+9.50668e+03
+3.26000e+02	+7.89076e+03	+2.94744e+00	+1.06596e+00	+9.09321e+01	+3.83167e+00	-2.72734e+04	+9.43415e+03
+3.27000e+02	+7.89062e+03	+2.94734e+00	+1.06555e+00	+9.10233e+01	+3.83154e+00	-2.73272e+04	+9.36145e+03
+3.28000e+02	+7.89047e+03	+2.94724e+00	+1.06514e+00	+9.11137e+01	+3.83141e+00	-2.73806e+04	+9.28860e+03
+3.29000e+02	+7.89033e+03	+2.94714e+00	+1.06473e+00	+9.12033e+01	+3.83128e+00	-2.74335e+04	+9.21558e+03
+3.30000e+02	+7.89018e+03	+2.94704e+00	+1.06432e+00	+9.12921e+01	+3.83115e+00	-2.74859e+04	+9.14241e+03
+3.31000e+02	+7.89004e+03	+2.94694e+00	+1.06391e+00	+9.13801e+01	+3.83102e+00	-2.75379e+04	+9.06909e+03
+3.32000e+02	+7.88989e+03	+2.94684e+00	+1.06350e+00	+9.14673e+01	+3.83089e+00	-2.75894e+04	+8.99561e+03
+3.33000e+02	+7.88975e+03	+2.94674e+00	+1.06309e+00	+9.15537e+01	+3.83076e+00	-2.76404e+04	+8.92198e+03
+3.34000e+02	+7.88960e+03	+2.94664e+00	+1.06268e+00	+9.16393e+01	+3.83063e+00	-2.76909e+04	+8.84820e+03
+3.35000e+02	+7.88946e+03	+2.94654e+00	+1.06227e+00	+9.17242e+01	+3.83051e+00	-2.77411e+04	+8.77428e+03
+3.36000e+02	+7.88931e+03	+2.94645e+00	+1.06186e+00	+9.18082e+01	+3.83038e+00	-2.77907e+04	+8.70020e+03
+3.37000e+02	+7.88917e+03	+2.94635e+00	+1.06145e+00	+9.18915e+01	+3.83025e+00	-2.78399e+04	+8.62598e+03
+3.38000e+02	+7.88903e+03	+2.94625e+00	+1.06104e+00	+9.19739e+01	+3.83012e+00	-2.78886e+04	+8.55162e+03
+3.39000e+02	+7.88888e+03	+2.94615e+00	+1.06063e+00	+9.20556e+01	+3.83000e+00	-2.79368e+04	+8.47712e+03
+3.40000e+02	+7.88874e+03	+2.94605e+00	+1.06022e+00	+9.21365e+01	+3.82987e+00	-2.79846e+04	+8.40247e+03
+3.41000e+02	+7.88860e+03	+2.94595e+00	+1.05981e+00	+9.22166e+01	+3.82974e+00	-2.80319e+04	+8.32769e+03
+3.42000e+02	+7.88845e+03	+2.94586e+00	+1.05940e+00	+9.22959e+01	+3.82961e+00	-2.80788e+04	+8.25277e+03
+3.43000e+02	+7.88831e+03	+2.94576e+00	+1.05899e+00	+9.23745e+01	+3.82949e+00	-2.81252e+04	+8.17771e+03
+3.44000e+02	+7.88817e+03	+2.94566e+00	+1.05858e+00	+9.24522e+01	+3.82936e+00	-2.81711e+04	+8.10252e+03
+3.45000e+02	+7.88803e+03	+2.94556e+00	+1.05817e+00	+9.25292e+01	+3.82923e+00	-2.82166e+04	+8.02720e+03
+3.46000e+02	+7.88788e+03	+2.94547e+00	+1.05776e+00	+9.26054e+01	+3.82911e+00	-2.82616e+04	+7.95174e+03
+3.47000e+02	+7.88774e+03	+2.94537e+00	+1.05735e+00	+9.26808e+01	+3.82898e+00	-2.83062e+04	+7.87616e+03
+3.48000e+02	+7.88760e+03	+2.94527e+00	+1.05695e+00	+9.27554e+01	+3.82885e+00	-2.83503e+04	+7.80045e+03
+3.49000e+02	+7.88746e+03	+2.94517e+00	+1.05654e+00	+9.28292e+01	+3.82873e+00	-2.83940e+04	+7.72461e+03
+3.50000e+02	+7.88732e+03	+2.94508e+00	+1.05613e+00	+9.29023e+01	+3.82860e+00	-2.84371e+04	+7.64865e+03
+3.51000e+02	+7.88718e+03	+2.94498e+00	+1.05572e+00	+9.29745e+01	+3.82847e+00	-2.84799e+04	+7.57256e+03
+3.52000e+02	+7.88703e+03	+2.94488e+00	+1.05531e+00	+9.30460e+01	+3.82835e+00	-2.85221e+04	+7.49636e+03
+3.53000e+02	+7.88689e+03	+2.94479e+00	+1.05490e+00	+9.31167e+01	+3.82822e+00	-2.85639e+04	+7.42003e+03
+3.54000e+02	+7.88675e+03	+2.94469e+00	+1.05450e+00	+9.31867e+01	+3.82810e+00	-2.86053e+04	+7.34358e+03
+3.55000e+02	+7.88661e+03	+2.94459e+00	+1.05409e+00	+9.32558e+01	+3.82797e+00	-2.86462e+04	+7.26702e+03
+3.56000e+02	+7.88647e+03	+2.94450e+00	+1.05368e+00	+9.33242e+01	+3.82785e+00	-2.86866e+04	+7.19034e+03
+3.57000e+02	+7.88633e+03	+2.94440e+00	+1.05327e+00	+9.33918e+01	+3.82772e+00	-2.87266e+04	+7.11354e+03
+3.58000e+02	+7.88619e+03	+2.94430e+00	+1.05286e+00	+9.34586e+01	+3.82760e+00	-2.87661e+04	+7.03664e+03
+3.59000e+02	+7.88605e+03	+2.94421e+00	+1.05246e+00	+9.35246e+01	+3.82747e+00	-2.88052e+04	+6.95962e+03
+3.60000e+02	+7.88591e+03	+2.94411e+00	+1.05205e+00	+9.35899e+01	+3.82735e+00	-2.88438e+04	+6.88249e+03
+3.61000e+02	+7.88577e+03	+2.94402e+00	+1.05164e+00	+9.36544e+01	+3.82722e+00	-2.88819e+04	+6.80525e+03
+3.62000e+02	+7.88563e+03	+2.94392e+00	+1.05124e+00	+9.37181e+01	+3.82710e+00	-2.89196e+04	+6.72790e+03
+3.63000e+02	+7.88549e+03	+2.94382e+00	+1.05083e+00	+9.37810e+01	+3.82697e+00	-2.89569e+04	+6.65045e+03
+3.64000e+02	+7.88535e+03	+2.94373e+00	+1.05042e+00	+9.38432e+01	+3.82685e+00	-2.89937e+04	+6.57290e+03
+3.65000e+02	+7.88521e+03	+2.94363e+00	+1.05002e+00	+9.39046e+01	+3.82672e+00	-2.90300e+04	+6.49524e+03
+3.66000e+02	+7.88507e+03	+2.94354e+00	+1.04961e+00	+9.39652e+01	+3.82660e+00	-2.90659e+04	+6.41748e+03
+3.67000e+02	+7.88493e+03	+2.94344e+00	+1.04920e+00	+9.40250e+01	+3.82647e+00	-2.91013e+04	+6.33962e+03
+3.68000e+02	+7.88479e+03	+2.94335e+00	+1.04880e+00	+9.40841e+01	+3.82635e+00	-2.91363e+04	+6.26166e+03
+3.69000e+02	+7.88465e+03	+2.94325e+00	+1.04839e+00	+9.41424e+01	+3.82623e+00	-2.91708e+04	+6.18360e+03
+3.70000e+02	+7.88451e+03	+2.94316e+00	+1.04798e+00	+9.41999e+01	+3.82610e+00	-2.92049e+04	+6.10545e+03
+3.71000e+02	+7.88437e+03	+2.94306e+00	+1.04758e+00	+9.42567e+01	+3.82598e+00	-2.92385e+04	+6.02720e+03
+3.72000e+02	+7.88424e+03	+2.94297e+00	+1.04717e+00	+9.43126e+01	+3.82585e+00	-2.92717e+04	+5.94886e+03
+3.73000e+02	+7.88410e+03	+2.94287e+00	+1.04677e+00	+9.43678e+01	+3.82573e+00	-2.93044e+04	+5.87043e+03
+3.74000e+02	+7.88396e+03	+2.94278e+00	+1.04636e+00	+9.44223e+01	+3.82561e+00	-2.93366e+04	+5.79190e+03
+3.75000e+02	+7.88382e+03	+2.94268e+00	+1.04596e+00	+9.44760e+01	+3.82548e+00	-2.93684e+04	+5.71329e+03
+3.76000e+02	+7.88368e+03	+2.94259e+00	+1.04555e+00	+9.45288e+01	+3.82536e+00	-2.93998e+04	+5.63459e+03
+3.77000e+02	+7.88354e+03	+2.94249e+00	+1.04515e+00	+9.45810e+01	+3.82524e+00	-2.94307e+04	+5.55580e+03
+3.78000e+02	+7.88341e+03	+2.94240e+00	+1.04474e+00	+9.46323e+01	+3.82511e+00	-2.94611e+04	+5.47693e+03
+3.79000e+02	+7.88327e+03	+2.94230e+00	+1.04433e+00	+9.46829e+01	+3.82499e+00	-2.94911e+04	+5.39797e+03
+3.80000e+02	+7.88313e+03	+2.94221e+00	+1.04393e+00	+9.47328e+01	+3.82487e+00	-2.95207e+04	+5.31894e+03
+3.81000e+02	+7.88299e+03	+2.94211e+00	+1.04353e+00	+9.47818e+01	+3.82474e+00	-2.95498e+04	+5.23982e+03
+3.82000e+02	+7.88285e+03	+2.94202e+00	+1.04312e+00	+9.48301e+01	+3.82462e+00	-2.95784e+04	+5.16062e+03
+3.83000e+02	+7.88272e+03	+2.94192e+00	+1.04272e+00	+9.48776e+01	+3.82450e+00	-2.96066e+04	+5.08134e+03
+3.84000e+02	+7.88258e+03	+2.94183e+00	+1.04231e+00	+9.49244e+01	+3.82438e+00	-2.96344e+04	+5.00198e+03
+3.85000e+02	+7.88244e+03	+2.94173e+00	+1.04191e+00	+9.49704e+01	+3.82425e+00	-2.96617e+04	+4.92255e+03
